file_path,label
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\09b02Wd.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\09b03Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\09b09Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\09b10Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\10a01Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\10a02Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\10a04Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\10a04Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\10a05Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\10a07Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\10b02Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\10b03Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\10b09Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\10b10Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\11a01Wc.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\11a02Wc.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\11a04Wc.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\11a05Wd.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\11a07Wc.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\11b01Wd.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\11b02Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\11b03Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\11b03Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\11b09Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\11b10Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\12a01Wc.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\12a02Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\12a02Wc.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\12a04Wc.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\12a05Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\12a07Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\12b01Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\12b02Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\12b02Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\12b02Wd.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\12b09Wc.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\12b10Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\13a01Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\13a02Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\13a04Wc.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\13a05Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\13a05Wc.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\13a07Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\13b01Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\13b02Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\13b03Wc.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\13b09Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\13b10Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\13b10Wc.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\14a01Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\14a01Wc.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\14a02Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\14a02Wc.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\14a04Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\14a04Wc.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\14a05Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\14a05Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\14a07Wc.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\14b01Wc.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\14b02Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\14b02Wd.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\14b03Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\14b09Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\14b09Wc.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\14b10Wc.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\15a01Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\15a02Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\15a02Wd.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\15a04Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\15a04Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\15a05Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\15b01Wc.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\15b02Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\15b02Wc.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\15b03Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\15b03Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\15b09Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\15b10Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\16a01Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\16a02Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\16a04Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\16a04Wc.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\16a05Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\16a05Wc.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\16a07Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\16b01Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\16b01Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\16b02Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\16b03Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\16b09Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\16b10Wa.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\angry\16b10Wb.npy,3
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\03b10Ec.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\09a01Ea.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\09a02Ea.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\09a02Eb.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\09a05Ed.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\09a07Eb.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\09b01Ea.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\09b03Ed.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\09b09Ea.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\10b01Ea.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\11a02Ec.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\11b01Eb.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\12a02Ec.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\12b02Ea.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\13a01Ea.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\13a01Ec.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\13a02Ec.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\13a05Ea.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\13b01Ec.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\13b03Ed.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\13b09Ec.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\13b10Ec.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\14a01Ea.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\14a02Ea.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\14a04Ed.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\14a07Eb.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\14b01Eb.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\14b03Ed.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\14b09Ea.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\14b10Eb.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\15a01Ea.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\15a02Ea.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\15a05Eb.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\15a07Eb.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\15b01Ec.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\16a01Ec.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\16a02Ea.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\16a02Ec.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\16a04Ea.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\16a05Ea.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\16a07Ea.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\16b01Eb.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\16b02Eb.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\16b03Ea.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\16b09Eb.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\disgust\16b10Eb.npy,4
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\03a04Ad.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\03a05Aa.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\03b02Aa.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\03b10Ab.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\08a01Ab.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\08a02Ab.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\08a02Ac.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\08b01Aa.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\08b09Ab.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\08b10Aa.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\09b10Aa.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\10a01Ac.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\10a02Ab.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\10a05Aa.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\10a07Aa.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\10a07Ad.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\10b01Aa.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\10b02Aa.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\10b09Ad.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\11a01Aa.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\11a01Ab.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\11a04Ac.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\11a05Ad.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\11a07Ac.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\11b01Ab.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\11b02Ab.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\11b09Ad.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\11b10Ad.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\11b10Ae.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\12a02Ac.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\12a05Ab.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\12a07Ac.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\12b02Ad.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\12b09Ac.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\12b10Ac.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\13a01Ac.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\13a02Ad.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\13a04Ac.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\13a05Aa.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\13b01Ab.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\13b03Ac.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\13b09Ab.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\14a01Aa.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\14a01Ac.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\14a02Ab.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\14a04Aa.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\14a05Aa.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\14a05Ac.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\14a07Aa.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\14b01Ac.npy,5
C:\Users\USER\Documents\Esprit\4ds\Deep Learning\Proj\data\preprocessed\EmoDB\fear\14b02Aa.npy,5
